0.02	10.	10.	10.	50.	500	1000	0.01
0.02	10.	10.	10.	50.	500	1000	0.001
0.02	10.	10.	10.	50.	500	1000	0.0001
0.02	10.	10.	10.	50.	500	1500	0.01
0.02	10.	10.	10.	50.	500	1500	0.001
0.02	10.	10.	10.	50.	500	1500	0.0001
0.02	10.	10.	10.	50.	500	2000	0.01
0.02	10.	10.	10.	50.	500	2000	0.001
0.02	10.	10.	10.	50.	500	2000	0.0001
0.02	10.	10.	10.	50.	1000	1000	0.01
0.02	10.	10.	10.	50.	1000	1000	0.001
0.02	10.	10.	10.	50.	1000	1000	0.0001
0.02	10.	10.	10.	50.	1000	1500	0.01
0.02	10.	10.	10.	50.	1000	1500	0.001
0.02	10.	10.	10.	50.	1000	1500	0.0001
0.02	10.	10.	10.	50.	1000	2000	0.01
0.02	10.	10.	10.	50.	1000	2000	0.001
0.02	10.	10.	10.	50.	1000	2000	0.0001
0.02	10.	10.	10.	50.	1500	1000	0.01
0.02	10.	10.	10.	50.	1500	1000	0.001
0.02	10.	10.	10.	50.	1500	1000	0.0001
0.02	10.	10.	10.	50.	1500	1500	0.01
0.02	10.	10.	10.	50.	1500	1500	0.001
0.02	10.	10.	10.	50.	1500	1500	0.0001
0.02	10.	10.	10.	50.	1500	2000	0.01
0.02	10.	10.	10.	50.	1500	2000	0.001
0.02	10.	10.	10.	50.	1500	2000	0.0001
0.02	10.	10.	10.	50.	2000	1000	0.01
0.02	10.	10.	10.	50.	2000	1000	0.001
0.02	10.	10.	10.	50.	2000	1000	0.0001
0.02	10.	10.	10.	50.	2000	1500	0.01
0.02	10.	10.	10.	50.	2000	1500	0.001
0.02	10.	10.	10.	50.	2000	1500	0.0001
0.02	10.	10.	10.	50.	2000	2000	0.01
0.02	10.	10.	10.	50.	2000	2000	0.001
0.02	10.	10.	10.	50.	2000	2000	0.0001
